onTimeDeliveryRate,financialScore,defectRate,disputeFrequency,geopoliticalRiskFlag,totalShipments,averageDelayDays,daysSinceLastShip,activeShipmentCount,categoryRisk,riskScore,riskTier
54.92,43.04,15.78,10.98,1,11,11.81,98.3,30,2,59.22,medium
14.97,2.46,29.01,18.07,1,4,18.82,159.6,40,3,92.82,critical
53.34,27.42,13.35,10.97,1,12,10.72,136.4,20,3,61.95,high
80.22,91.24,1.71,2.07,0,208,2.63,8.9,7,0,11.32,low
10.69,6.78,26.3,18.43,1,7,16.79,151.9,44,3,90.79,critical
5.84,13.56,25.73,18.16,1,7,19.92,160.8,49,3,92.72,critical
44.86,38.33,21.7,10.48,0,13,13.5,130.2,35,2,58.89,medium
35.84,43.25,14.77,13.84,0,38,13.18,65.8,21,1,54.02,medium
54.51,43.55,16.49,12.91,1,29,8.99,118.6,34,1,58.02,medium
71.98,47.56,10.46,6.0,0,85,5.38,33.7,6,0,30.81,medium
2.47,2.45,26.69,18.42,1,4,17.97,155.4,44,3,94.39,critical
77.39,68.8,6.52,8.62,1,131,5.86,40.2,14,2,36.39,medium
11.81,11.16,22.75,16.93,1,7,19.77,159.2,46,3,89.46,critical
93.77,97.11,2.12,0.98,0,168,0.19,25.8,5,1,7.55,low
63.24,47.36,7.98,8.65,0,127,6.41,72.3,15,1,35.9,medium
9.92,12.1,26.6,16.41,1,2,19.86,157.0,46,3,91.31,critical
67.28,72.85,7.91,8.04,0,130,6.75,74.1,17,3,33.12,medium
92.19,98.92,3.24,1.54,0,171,1.4,12.9,9,1,9.1,low
52.34,40.6,12.45,12.82,1,43,9.01,109.5,23,3,58.5,medium
80.11,82.45,0.8,1.54,0,119,1.06,3.0,9,1,13.85,low
96.59,87.72,4.52,2.31,0,243,2.25,16.8,0,0,8.71,low
68.5,71.48,10.22,6.51,0,137,3.71,51.1,23,1,28.8,low
49.85,29.36,16.49,8.92,1,13,9.4,98.3,28,3,61.8,high
89.0,76.42,4.72,0.06,0,182,0.51,19.7,9,0,11.93,low
2.45,9.64,23.46,18.9,1,4,16.1,168.4,42,3,90.83,critical
14.96,9.28,26.0,17.26,1,3,16.59,165.3,42,3,88.75,critical
92.67,82.91,1.43,0.74,0,284,1.21,17.6,9,2,10.44,low
12.26,9.89,26.99,17.02,1,7,19.6,166.9,48,3,91.84,critical
32.99,29.43,18.08,9.17,0,49,12.28,120.7,34,3,60.58,high
2.32,3.72,24.32,17.35,1,6,16.96,175.0,49,3,92.75,critical
99.49,82.25,2.85,2.73,0,151,2.79,12.7,6,0,10.42,low
7.71,11.86,26.18,19.2,1,3,19.46,156.6,48,3,92.94,critical
98.77,87.87,0.52,2.61,0,178,2.99,12.4,7,0,8.26,low
51.76,44.56,21.24,11.38,0,32,12.43,94.4,30,2,54.39,medium
1.7,7.39,27.99,18.11,1,4,16.05,162.8,41,3,92.89,critical
54.11,30.0,14.19,13.59,1,46,13.61,100.9,36,3,64.79,high
62.51,63.52,12.43,7.57,0,77,5.61,52.9,18,0,33.36,medium
42.07,32.64,16.14,14.56,0,13,12.37,60.1,23,2,56.77,medium
31.59,47.1,12.24,12.12,0,20,13.67,107.5,34,2,56.06,medium
49.01,31.58,12.41,8.42,0,25,9.86,129.5,39,3,53.11,medium
93.35,99.43,1.78,0.25,0,242,2.87,14.2,6,1,7.15,low
4.06,3.62,24.01,17.03,1,6,18.38,174.3,49,3,92.92,critical
35.73,40.48,12.96,10.31,1,37,9.75,90.0,20,1,58.34,medium
44.44,47.82,19.1,10.14,1,20,9.54,121.1,38,3,62.79,high
29.2,23.17,12.44,13.74,0,47,10.81,113.2,38,2,60.16,high
96.52,85.05,4.48,1.22,0,186,0.54,13.3,9,0,9.02,low
6.19,10.65,25.44,18.32,1,2,16.59,173.6,42,1,88.23,critical
25.45,27.37,15.1,13.75,1,54,10.67,121.0,22,1,66.86,high
67.54,68.93,6.44,7.8,0,114,6.96,60.6,6,2,30.79,medium
13.93,10.01,27.99,17.36,1,4,18.01,158.7,49,3,91.08,critical
99.32,96.25,2.86,2.84,0,279,2.07,15.3,0,3,9.44,low
13.64,1.51,25.53,19.38,1,3,19.18,163.8,44,3,92.96,critical
26.26,47.61,18.17,14.38,1,35,9.89,89.3,34,1,64.82,high
33.92,33.18,12.39,9.37,0,47,9.16,64.4,33,2,52.64,medium
13.63,8.88,29.52,19.18,1,7,17.28,158.3,47,2,90.99,critical
67.92,55.9,12.34,5.15,0,149,6.62,50.9,9,1,32.5,medium
40.29,29.41,16.07,14.95,0,17,10.6,70.7,31,3,59.0,medium
94.59,76.79,3.84,1.25,0,153,2.99,24.9,0,0,12.09,low
82.28,81.17,3.95,2.96,0,168,0.03,23.5,7,1,14.8,low
65.65,66.29,6.6,4.26,0,51,7.8,36.5,15,2,31.51,medium
10.12,6.0,22.59,16.23,1,7,16.98,155.7,43,3,88.35,critical
0.95,0.43,25.95,19.54,1,3,18.61,151.6,45,3,95.69,critical
67.72,64.15,14.35,5.96,0,89,7.21,53.6,14,3,36.69,medium
30.14,20.21,17.33,14.18,1,14,9.99,135.9,37,1,70.03,high
96.58,85.99,0.51,1.91,0,116,1.32,27.8,5,0,8.73,low
90.38,99.15,3.02,0.98,0,195,0.96,11.3,5,1,8.13,low
36.44,33.46,17.01,11.03,1,45,11.99,89.2,29,2,64.97,high
5.87,4.0,26.97,18.18,1,1,18.54,176.0,43,3,94.13,critical
77.72,73.22,10.79,4.15,0,134,6.6,63.6,20,3,30.02,medium
59.59,52.91,5.28,8.65,0,98,5.32,56.9,15,3,36.51,medium
95.17,90.29,3.52,2.78,0,150,2.54,3.8,3,0,9.69,low
79.2,46.59,9.07,8.4,0,148,7.33,87.0,12,3,35.93,medium
6.89,5.52,25.59,18.99,0,6,16.11,177.8,49,3,84.39,critical
36.0,20.22,20.39,10.59,0,46,9.09,82.1,38,1,58.29,medium
87.84,75.38,3.48,1.44,0,249,1.33,2.1,8,2,14.28,low
31.59,29.09,13.36,8.33,1,33,11.3,96.0,30,1,62.42,high
28.97,20.51,16.34,14.51,1,45,8.6,83.4,35,3,70.03,high
76.15,61.68,9.62,9.44,1,45,5.55,73.0,8,2,41.01,medium
29.21,46.76,17.88,11.84,1,40,11.2,73.6,36,2,64.79,high
7.86,6.13,29.55,19.89,1,5,18.53,174.3,49,3,95.75,critical
39.14,31.01,20.49,8.52,1,12,13.81,114.2,20,3,67.89,high
53.84,29.33,19.34,10.71,0,31,13.17,63.7,32,3,56.72,medium
52.71,26.29,18.92,12.32,0,51,12.05,71.1,36,3,57.67,medium
12.75,1.56,27.23,17.32,1,7,16.3,179.8,47,3,91.73,critical
3.53,1.54,23.0,16.53,0,2,18.05,168.3,42,1,81.18,critical
85.15,94.91,1.08,1.23,0,182,0.23,17.2,1,1,8.81,low
77.31,62.78,8.25,7.96,1,37,7.72,66.8,5,2,40.21,medium
95.32,75.27,1.9,0.89,0,102,2.72,4.8,1,0,11.27,low
86.98,87.98,3.99,2.03,0,108,2.11,25.7,6,0,12.79,low
38.11,25.54,12.4,12.59,0,57,10.2,136.1,38,2,57.19,medium
47.89,42.89,12.57,14.38,0,38,12.22,109.1,25,2,52.72,medium
35.78,38.83,13.4,12.78,1,17,13.13,124.3,31,2,65.35,high
91.53,88.98,1.36,2.13,0,112,0.99,4.2,4,0,9.06,low
4.32,14.63,22.53,17.35,1,5,16.98,170.9,47,3,89.29,critical
9.02,4.15,23.68,17.64,1,7,16.16,178.1,44,3,90.22,critical
83.29,78.45,0.77,1.49,0,103,0.98,15.7,9,0,12.94,low
11.55,2.17,24.42,17.53,1,6,16.71,173.0,43,3,90.46,critical
4.73,11.67,24.79,16.29,1,1,16.07,150.9,40,3,88.76,critical
82.4,81.72,2.98,2.85,0,175,0.56,21.8,9,1,14.52,low
13.19,8.86,23.71,19.89,1,5,17.29,168.1,42,1,87.25,critical
54.47,23.15,19.36,9.26,1,27,9.19,74.1,24,2,60.9,high
53.03,37.57,15.1,14.14,0,47,10.77,137.8,27,3,54.75,medium
83.05,83.09,2.94,0.97,0,293,0.55,23.9,5,1,11.32,low
96.15,94.72,1.59,2.58,0,194,2.68,9.7,1,0,7.15,low
61.98,58.69,13.59,9.34,0,137,4.68,32.4,20,0,34.11,medium
47.74,26.2,13.78,10.09,1,45,12.88,128.3,30,3,64.64,high
58.62,67.49,8.33,7.29,0,55,5.13,76.6,5,2,33.6,medium
11.82,8.28,29.47,17.9,1,3,17.79,158.9,42,3,92.14,critical
65.53,52.18,8.61,5.58,0,61,4.91,66.8,21,2,34.96,medium
97.81,98.81,3.69,0.6,0,161,2.81,7.3,2,1,7.92,low
5.17,10.56,22.61,18.11,1,7,16.94,166.5,40,3,89.54,critical
63.29,64.37,8.21,6.56,0,105,7.5,21.5,12,0,30.14,medium
38.16,45.57,19.33,8.47,0,18,12.54,70.0,22,3,55.26,medium
98.86,92.83,4.82,2.0,0,281,2.06,24.0,5,0,7.22,low
13.29,5.5,28.3,17.39,1,2,16.4,174.0,47,2,90.09,critical
29.72,37.88,20.21,14.96,0,32,13.48,130.0,31,2,63.25,high
5.16,12.36,26.19,16.5,1,1,19.44,176.2,41,3,91.96,critical
27.12,43.03,19.66,13.63,1,21,8.24,99.8,21,3,66.84,high
74.02,74.53,14.74,6.05,0,112,4.54,67.8,19,1,29.8,low
96.57,76.26,2.51,0.34,0,183,2.52,5.1,9,3,14.28,low
85.54,85.08,4.73,1.72,0,272,1.48,24.4,5,1,12.47,low
41.14,33.21,14.0,14.05,1,48,9.86,125.9,35,2,64.07,high
80.79,92.88,3.25,0.33,0,267,2.6,2.8,1,0,9.34,low
97.31,92.13,0.88,0.28,0,277,1.23,17.6,2,1,5.49,low
35.37,45.08,19.5,14.03,1,52,8.48,78.6,20,3,63.96,high
86.03,85.72,2.85,2.03,0,121,2.13,7.9,8,1,13.8,low
33.39,40.66,15.2,8.2,1,59,11.17,89.9,39,1,60.9,high
1.86,11.21,28.87,19.44,1,5,17.28,177.6,41,3,94.29,critical
62.43,48.27,6.77,4.17,0,123,4.69,71.3,7,2,32.8,medium
96.26,93.98,0.36,1.14,0,290,1.94,21.5,9,0,5.14,low
6.91,0.72,29.58,18.01,1,1,16.23,176.8,47,3,94.58,critical
61.55,71.67,12.42,4.45,1,149,4.28,27.5,20,1,37.71,medium
56.8,70.13,14.55,7.74,1,54,3.88,47.1,13,2,43.9,medium
96.81,84.94,1.7,2.62,0,100,0.79,29.1,0,0,9.3,low
49.6,42.15,14.03,10.33,0,51,11.55,92.5,24,2,50.11,medium
62.54,50.16,5.8,8.58,0,141,7.21,62.1,17,3,37.39,medium
93.9,87.45,2.19,2.73,0,239,2.2,13.4,1,0,8.5,low
72.63,54.96,13.61,7.1,1,68,4.52,89.0,12,2,43.44,medium
62.29,53.71,12.59,9.26,0,122,6.99,20.1,15,0,35.35,medium
55.42,59.98,13.6,6.8,1,148,4.0,81.7,11,1,43.21,medium
51.82,35.98,19.59,8.65,1,38,13.81,111.7,29,2,62.84,high
8.38,5.14,27.83,17.23,1,5,17.0,165.0,42,3,91.99,critical
4.78,13.36,28.33,17.83,1,6,18.19,165.1,47,2,91.61,critical
8.64,9.03,25.53,18.14,1,3,17.1,178.2,49,3,91.56,critical
97.81,96.57,4.58,2.52,0,130,1.92,18.6,6,0,8.81,low
83.76,84.91,1.37,0.94,0,294,1.27,0.5,9,0,8.97,low
86.47,82.69,1.16,2.62,0,224,0.4,7.8,7,1,11.26,low
77.78,53.34,8.57,6.08,0,36,7.63,47.4,16,2,33.43,medium
83.54,97.86,0.63,1.17,0,209,0.81,12.1,7,0,7.41,low
97.53,75.1,4.89,2.01,0,164,0.64,6.4,6,0,11.13,low
94.11,96.31,2.27,0.96,0,164,1.42,29.6,4,1,8.48,low
33.11,29.53,21.64,11.25,1,29,9.62,98.8,26,2,67.45,high
82.71,94.91,0.42,0.54,0,257,1.45,11.4,9,1,8.93,low
42.11,41.49,18.76,9.19,1,32,11.43,94.8,23,3,62.99,high
58.92,65.28,11.84,9.48,0,128,3.82,31.2,19,2,35.02,medium
82.46,83.9,2.47,1.28,0,220,0.45,10.3,5,0,10.51,low
54.61,45.27,17.46,11.21,1,33,13.0,112.1,29,3,61.76,high
58.06,62.93,9.42,7.17,0,98,7.74,56.3,9,1,34.52,medium
41.01,40.27,16.57,13.58,0,31,9.73,108.6,36,2,55.63,medium
51.54,46.24,21.62,11.52,1,16,9.6,108.2,25,0,58.14,medium
84.21,90.3,2.33,2.45,0,101,2.68,21.1,7,2,15.49,low
2.69,4.39,29.75,16.17,1,6,16.65,150.9,47,3,93.61,critical
85.7,84.92,0.12,1.69,0,103,1.59,2.4,7,2,13.63,low
95.79,87.05,2.04,0.99,0,107,2.37,2.1,1,2,11.49,low
3.66,0.66,28.07,19.4,1,7,18.77,168.3,45,3,96.38,critical
0.28,10.63,25.54,18.4,1,3,17.36,174.3,48,3,93.24,critical
92.03,92.23,2.61,1.64,0,164,1.62,18.6,3,0,8.63,low
10.34,13.63,27.56,19.25,1,1,17.38,169.3,47,3,91.7,critical
11.39,1.03,28.63,19.12,1,3,17.84,171.0,47,3,94.45,critical
93.6,77.97,0.95,1.75,0,199,0.12,24.6,9,1,10.71,low
55.72,60.11,13.18,4.27,0,91,3.31,61.0,19,2,35.52,medium
56.2,64.14,9.17,7.07,0,74,4.0,21.8,12,1,32.1,medium
52.84,29.01,17.76,9.87,1,28,11.06,132.2,23,3,63.42,high
13.7,10.84,23.91,18.77,1,6,16.17,155.3,44,3,88.17,critical
81.88,83.53,4.27,1.04,0,163,0.94,10.8,1,2,14.84,low
31.39,36.51,21.19,13.22,0,45,11.82,91.2,33,2,60.85,high
48.03,48.94,14.48,8.35,0,32,9.73,117.6,26,2,48.33,medium
93.57,98.69,2.27,2.54,0,291,0.93,27.4,4,1,6.92,low
8.53,4.53,24.79,17.67,1,5,16.24,158.0,43,2,89.01,critical
51.47,32.64,12.6,8.47,1,22,8.43,100.9,26,3,58.0,medium
55.19,56.92,11.73,5.57,0,35,5.36,63.1,24,1,37.28,medium
29.62,45.08,15.43,14.95,0,44,11.22,82.7,27,2,56.86,medium
9.01,10.47,23.37,16.98,1,1,19.84,178.4,42,1,88.07,critical
33.82,29.64,12.11,12.04,1,16,12.81,95.4,25,2,65.16,high
35.24,21.28,14.66,10.01,0,33,12.95,128.6,31,3,60.93,high
12.34,3.48,27.58,19.14,0,2,18.55,160.5,48,3,85.61,critical
98.17,80.22,1.55,0.22,0,290,0.73,2.3,3,1,6.99,low
60.81,73.64,12.27,5.59,0,72,7.61,47.5,19,2,34.73,medium
31.55,27.32,19.0,13.8,0,19,13.03,138.3,38,3,65.58,high
82.11,84.84,3.27,0.54,0,286,0.54,22.2,5,0,9.87,low
71.61,55.19,8.26,7.72,0,131,3.21,49.5,20,0,28.91,low
27.64,45.84,19.75,12.13,1,58,13.95,124.2,36,2,68.86,high
88.69,99.72,2.22,1.73,0,238,2.67,7.3,6,0,7.51,low
59.21,50.28,9.12,4.49,0,34,6.93,26.7,19,3,38.24,medium
32.06,47.13,16.44,8.88,0,22,11.68,83.7,28,3,55.39,medium
39.74,32.62,20.27,12.55,1,45,13.49,127.8,27,2,68.28,high
85.78,76.24,2.35,1.6,0,294,0.72,14.4,8,0,10.77,low
0.57,13.55,28.61,17.94,1,6,16.66,174.4,47,3,93.31,critical
67.02,45.35,9.61,5.01,0,115,4.75,47.5,24,1,33.71,medium
81.31,91.49,2.93,0.48,0,269,2.02,12.5,8,1,11.13,low
7.65,3.14,27.52,16.94,1,4,19.4,173.1,49,3,94.42,critical
9.67,13.84,29.07,18.55,1,6,18.79,171.8,42,3,92.6,critical
2.24,0.38,28.85,18.01,1,7,19.92,176.7,46,3,97.37,critical
46.91,24.43,14.24,11.26,0,34,8.83,135.6,28,3,55.65,medium
14.85,13.14,22.07,16.73,1,7,19.68,171.4,44,2,86.74,critical
75.88,62.58,11.92,9.78,0,49,7.45,50.6,24,3,37.35,medium
1.34,7.01,25.78,16.42,1,7,19.45,152.6,46,3,93.33,critical
68.69,72.55,13.03,9.48,0,67,6.85,31.4,22,1,33.65,medium
45.11,25.86,16.67,13.14,0,39,13.33,115.9,28,2,58.73,medium
94.66,77.65,2.28,0.04,0,176,0.68,3.5,0,2,11.09,low
96.82,84.79,0.27,0.24,0,108,0.49,4.1,9,2,10.02,low
4.05,7.15,23.05,17.27,1,5,16.35,165.1,41,3,89.91,critical
75.05,67.19,10.5,9.91,1,148,6.13,76.6,18,2,40.77,medium
30.45,25.57,17.45,13.38,0,40,13.73,107.2,20,2,61.89,high
92.49,85.14,4.3,1.95,0,157,0.09,2.5,7,0,9.88,low
12.43,9.61,24.9,17.12,1,3,17.84,163.7,43,3,89.46,critical
74.38,71.42,6.47,7.33,1,78,6.84,41.0,12,1,35.73,medium
64.35,74.58,7.16,6.5,0,143,4.36,27.8,23,2,28.85,low
34.06,34.04,18.64,9.33,0,29,9.71,99.4,29,3,57.72,medium
83.49,82.19,4.08,1.73,0,119,1.37,17.3,3,0,13.47,low
54.94,23.67,17.53,10.28,1,36,9.34,136.3,38,2,62.83,high
90.47,82.8,0.64,1.19,0,260,0.37,1.6,1,0,6.96,low
13.62,13.56,22.68,16.35,1,5,16.06,171.2,49,2,85.28,critical
76.42,67.78,8.98,6.5,1,37,5.78,35.1,21,2,38.53,medium
93.91,77.46,4.67,2.77,0,195,1.37,24.2,4,2,14.71,low
86.62,87.58,4.19,0.0,0,214,0.42,14.9,7,2,12.09,low
91.83,87.1,0.6,2.6,0,206,0.34,18.4,4,0,7.89,low
4.5,8.88,29.65,16.47,1,3,19.24,163.1,42,2,92.64,critical
26.57,41.78,13.16,8.26,0,24,8.89,88.5,32,2,53.11,medium
63.76,70.37,7.3,8.39,0,86,6.49,41.7,22,2,33.01,medium
1.16,2.05,22.31,18.29,1,6,19.07,166.7,49,3,93.92,critical
45.8,20.83,20.4,10.83,1,15,11.79,68.0,35,3,68.3,high
81.88,94.83,4.46,0.04,0,170,2.35,4.7,6,0,10.75,low
73.37,71.22,10.27,4.17,1,81,3.17,26.1,16,2,35.26,medium
38.31,20.95,16.49,14.78,0,39,13.84,133.6,30,0,60.04,high
93.81,90.33,2.3,2.31,0,130,1.11,16.4,1,0,8.71,low
76.45,65.98,14.75,4.26,1,78,5.01,41.6,14,0,36.33,medium
80.42,96.88,3.98,1.1,0,172,1.88,9.2,7,2,13.54,low
97.2,97.56,4.64,0.79,0,295,2.48,20.8,9,0,6.35,low
38.16,35.17,12.43,8.99,0,40,13.94,133.8,36,2,55.92,medium
12.09,2.81,26.57,16.76,1,1,17.39,179.6,43,3,91.47,critical
59.93,70.42,12.89,4.93,0,51,4.3,63.5,6,2,33.08,medium
33.33,49.56,15.42,11.08,0,57,13.79,81.4,23,3,55.65,medium
4.52,6.06,28.96,17.05,1,7,19.16,151.9,41,3,94.01,critical
45.28,45.5,12.25,11.6,1,51,12.59,118.8,25,3,60.88,high
57.24,73.82,8.11,7.05,0,55,6.02,69.3,19,3,35.37,medium
48.98,31.05,18.3,13.08,1,38,13.29,118.6,38,2,66.53,high
78.67,68.55,7.83,4.89,0,46,4.45,62.4,11,1,26.11,low
87.94,88.62,4.57,2.37,0,105,1.23,24.6,3,1,13.48,low
37.11,34.79,21.83,9.31,1,17,10.32,83.2,22,2,64.66,high
34.52,48.2,17.39,10.42,1,31,12.68,138.3,25,2,63.99,high
58.6,49.71,7.54,6.51,0,94,7.66,38.5,23,3,38.97,medium
47.96,21.02,15.98,9.32,1,59,13.93,132.6,22,1,63.39,high
65.28,45.19,13.46,9.99,1,89,7.5,57.7,14,2,49.17,medium
72.85,46.18,14.95,4.03,0,50,4.41,60.5,21,0,33.66,medium
13.29,3.69,23.1,18.75,0,6,19.36,169.6,47,3,83.63,critical
64.85,45.83,10.32,5.39,0,135,3.75,89.4,8,2,34.74,medium
65.24,48.96,9.05,9.35,0,129,7.76,20.9,19,0,34.65,medium
12.74,1.4,23.7,19.27,1,2,19.93,174.7,43,2,91.56,critical
6.04,8.16,26.37,19.41,1,2,19.39,172.9,45,3,94.26,critical
25.02,36.51,17.63,9.05,0,12,12.61,113.0,22,1,57.68,medium
13.23,9.22,22.95,18.05,1,6,19.04,173.2,42,3,89.71,critical
34.83,38.95,17.29,13.41,1,19,8.66,63.8,26,2,63.21,high
90.11,79.16,2.43,1.35,0,133,1.72,9.8,7,0,11.77,low
68.31,45.18,6.52,8.1,1,82,5.6,67.3,7,1,41.59,medium
55.06,63.43,10.51,5.84,1,32,4.09,59.4,12,1,41.94,medium
75.33,55.38,10.39,6.66,0,127,7.51,55.6,11,1,31.9,medium
88.94,97.0,2.71,1.66,0,286,2.12,4.6,7,1,8.52,low
52.8,38.11,20.95,8.33,0,42,13.88,104.6,39,2,55.35,medium
57.9,48.52,7.67,9.11,1,128,5.91,28.9,5,1,42.88,medium
84.87,82.43,4.9,0.12,0,177,1.97,4.1,1,1,13.17,low
63.11,47.22,7.21,5.55,0,136,4.92,63.8,11,0,31.19,medium
55.02,70.79,11.21,5.91,0,136,4.68,50.7,7,1,31.36,medium
69.01,72.35,7.67,5.16,1,83,5.22,35.0,15,1,35.29,medium
52.94,33.64,21.63,12.59,1,15,11.21,113.4,37,3,66.7,high
33.7,45.31,14.48,11.42,1,27,9.69,139.2,22,1,60.54,high
67.07,56.74,14.66,7.97,0,128,7.93,30.3,21,2,37.93,medium
45.82,40.6,13.24,11.34,1,39,9.6,76.5,37,3,60.37,high
43.7,35.87,17.9,10.1,1,54,12.27,93.8,32,3,64.62,high
6.73,14.15,27.57,19.27,1,3,18.97,155.6,40,3,92.47,critical
13.86,8.11,27.28,19.01,1,7,17.03,169.4,44,3,91.13,critical
99.22,87.23,0.12,0.91,0,235,2.82,15.5,7,0,6.44,low
10.57,10.56,29.93,18.11,1,3,17.72,169.1,44,3,92.67,critical
28.33,47.37,20.11,14.62,0,33,13.82,122.8,27,1,60.01,high
50.24,44.18,14.55,9.43,1,55,9.26,118.3,33,2,57.26,medium
55.64,74.3,6.79,4.51,0,131,3.01,46.9,23,1,28.08,low
46.01,26.37,18.32,14.31,1,28,9.2,75.3,35,3,66.46,high
78.41,52.68,10.47,7.7,0,44,5.64,87.7,18,2,34.86,medium
31.56,48.81,21.96,13.26,1,46,13.58,103.7,25,2,67.66,high
33.04,43.28,16.63,12.47,0,48,11.95,119.5,33,2,57.43,medium
3.83,4.15,25.31,16.53,1,6,19.19,155.2,48,3,93.21,critical
30.24,37.84,21.75,11.75,0,10,13.18,63.6,25,3,61.75,high
37.0,27.61,19.3,11.3,1,57,11.51,62.4,25,2,65.75,high
96.21,85.11,3.84,1.85,0,285,0.03,0.2,5,0,6.85,low
34.94,25.35,18.0,12.99,1,54,11.83,84.0,21,3,68.57,high
30.52,25.28,15.67,12.05,0,44,13.86,131.5,21,1,59.73,medium
8.87,13.22,22.07,17.13,1,4,17.84,177.1,47,3,88.88,critical
98.73,84.88,2.12,1.45,0,173,2.36,12.0,1,1,9.5,low
63.43,74.6,12.9,8.58,0,40,7.56,25.4,6,3,35.97,medium
62.74,60.85,10.99,7.59,0,137,4.53,50.2,19,0,31.7,medium
62.69,61.95,5.69,4.64,0,93,3.4,85.0,9,2,30.11,medium
60.99,48.92,11.39,6.64,1,117,6.14,76.8,24,1,45.49,medium
97.21,92.18,1.25,1.32,0,118,1.23,10.7,5,1,8.4,low
56.64,51.55,9.93,6.33,0,39,7.95,81.8,11,2,39.67,medium
9.75,3.86,23.04,16.86,0,4,18.99,158.9,40,3,82.41,critical
78.65,69.18,8.48,6.53,0,112,4.9,79.7,24,2,29.27,low
90.83,94.05,1.4,2.62,0,132,1.9,13.5,9,2,12.12,low
69.59,48.07,14.92,8.1,1,80,6.59,56.9,15,2,47.07,medium
37.76,25.85,15.27,12.13,0,15,12.26,77.8,39,2,58.9,medium
27.92,30.57,16.95,9.91,0,46,11.14,100.8,25,1,56.87,medium
53.68,23.35,20.99,8.93,0,11,8.33,136.6,26,2,54.88,medium
7.59,13.05,23.76,17.31,1,5,16.71,177.5,48,3,89.47,critical
9.45,6.45,27.74,16.36,1,5,18.08,157.2,48,3,92.0,critical
88.08,92.74,4.84,0.24,0,196,0.55,23.8,4,0,8.88,low
78.24,55.4,7.43,8.06,0,64,4.25,33.1,18,1,29.51,low
26.03,43.01,16.26,13.65,1,58,11.62,138.4,30,3,68.62,high
74.93,54.72,13.12,8.23,0,110,6.78,86.8,8,3,37.07,medium
63.0,60.06,8.04,8.94,0,70,3.1,40.3,7,2,32.6,medium
83.7,76.65,2.6,2.11,1,204,0.67,14.3,2,2,22.89,low
40.5,30.0,20.12,10.33,0,40,9.06,83.4,38,3,58.04,medium
7.99,5.47,25.0,18.31,1,7,17.62,179.2,42,3,91.9,critical
84.76,88.93,4.58,1.0,0,245,1.37,18.5,8,1,11.92,low
66.96,54.68,7.61,6.81,1,82,4.56,49.5,24,1,40.38,medium
87.53,93.32,4.04,1.42,0,290,1.57,10.6,8,2,11.16,low
77.11,64.28,12.08,7.03,0,127,4.59,54.6,10,2,30.36,medium
69.54,47.29,10.48,4.62,0,78,7.85,56.4,6,1,34.13,medium
99.73,99.76,2.18,0.47,0,127,2.44,8.9,8,0,5.97,low
99.44,92.56,4.66,0.07,0,113,0.95,9.6,4,1,8.6,low
95.88,82.88,3.08,2.85,0,147,1.87,4.5,0,2,12.77,low
88.93,84.06,2.94,2.16,0,170,0.25,2.4,9,2,13.08,low
69.87,53.73,11.21,8.71,0,88,4.11,57.5,21,3,36.79,medium
46.24,47.57,17.0,14.44,1,39,8.04,109.5,24,3,61.07,high
98.59,81.17,3.0,2.71,0,265,0.77,21.7,6,0,8.34,low
58.8,64.43,11.92,6.4,0,70,7.23,63.9,20,2,37.32,medium
76.47,53.03,10.98,4.42,0,59,3.3,80.9,16,0,29.24,low
13.82,12.85,22.19,18.58,1,5,18.24,173.6,44,3,88.55,critical
75.72,47.82,14.0,6.87,0,51,3.04,45.7,13,2,34.57,medium
79.68,65.19,13.34,4.43,1,36,5.17,63.8,6,2,38.36,medium
14.48,4.98,26.4,17.0,1,4,17.46,154.4,48,1,87.77,critical
4.07,3.92,26.44,19.51,1,5,18.13,161.2,41,3,94.16,critical
62.09,53.91,8.33,4.36,0,116,7.01,74.7,24,2,35.61,medium
38.81,41.39,18.49,11.01,0,33,9.73,94.9,26,2,54.4,medium
63.95,65.52,6.78,8.58,0,33,3.31,55.1,24,3,34.28,medium
3.73,10.9,29.16,16.62,1,1,17.48,171.8,41,2,91.38,critical
45.98,41.16,13.34,13.39,1,48,9.03,74.4,34,2,59.21,medium
78.74,64.58,14.67,4.9,0,62,7.47,36.3,9,1,30.87,medium
55.73,67.38,5.49,7.03,0,106,3.37,49.7,9,0,28.12,low
6.47,7.42,29.17,16.25,1,4,16.51,157.2,41,2,90.28,critical
11.03,8.49,26.88,16.72,1,2,17.01,157.0,47,3,90.38,critical
42.27,26.1,20.37,12.64,1,35,11.85,126.4,25,3,69.28,high
69.97,49.31,13.12,6.97,0,50,4.05,84.0,14,1,35.42,medium
9.55,3.75,22.35,16.03,0,4,19.3,166.4,49,3,82.82,critical
91.17,92.43,1.19,0.19,1,105,1.01,20.9,8,1,17.6,low
57.21,67.46,14.15,6.09,1,113,7.66,27.4,13,2,44.33,medium
3.95,9.61,22.13,16.4,1,4,16.66,153.0,47,3,89.03,critical
69.06,68.78,12.71,8.6,1,73,5.5,47.1,21,1,41.04,medium
60.58,47.39,9.58,8.47,0,111,4.58,75.8,5,1,35.53,medium
73.13,47.29,6.48,8.58,0,145,3.93,64.9,21,0,30.26,medium
92.92,95.62,4.81,1.21,0,232,1.48,2.9,1,1,8.47,low
12.18,2.98,25.41,16.98,1,7,16.65,166.4,45,3,90.33,critical
