etaDeviationHours,weatherLevel,routeRiskIndex,carrierReliability,trackingGapHours,shipmentValueUSD,daysInTransit,supplierRiskScore,isInternational,carrierDelayRate,riskScore,riskTier
7.83,low,40.27,58.83,19.14,148679.04,12.4,24.97,1,11.25,25.03,low
117.26,high,97.2,2.69,65.77,446247.68,39.4,80.05,0,51.84,89.78,critical
47.3,high,72.56,38.09,25.57,150482.73,25.2,71.9,0,33.24,54.46,medium
-4.85,low,8.68,99.13,6.24,47166.75,3.2,13.39,0,2.08,4.74,low
56.28,low,67.04,50.75,43.47,246752.19,24.7,51.11,1,47.03,49.65,medium
1.75,low,14.98,92.35,6.7,35468.72,6.2,2.69,1,0.51,9.82,low
115.48,high,83.11,10.52,57.66,464806.07,41.3,95.03,1,49.1,91.88,critical
62.87,high,83.78,39.41,20.58,306391.61,24.6,62.97,0,28.09,60.56,high
4.15,low,17.2,93.42,2.74,23076.51,3.2,12.88,0,9.35,6.57,low
69.88,high,65.45,28.96,38.43,324353.75,20.2,80.78,1,35.84,68.26,high
8.91,low,47.81,51.84,12.83,56116.2,15.3,38.15,0,16.05,21.8,low
39.49,medium,68.28,47.34,20.14,283788.11,35.8,73.14,0,49.81,51.28,medium
27.16,medium,25.47,75.44,21.36,183447.92,17.1,39.94,1,27.35,35.33,medium
-0.88,high,2.16,92.82,6.56,9097.26,3.1,13.46,0,3.18,15.76,low
58.02,medium,75.66,37.32,36.36,230528.6,19.1,57.96,0,45.05,52.59,medium
19.38,medium,27.99,64.04,21.3,136245.59,7.9,48.07,0,12.67,28.24,low
62.14,high,80.98,36.18,21.44,268050.21,26.4,71.69,1,35.33,65.09,high
27.55,low,48.26,63.14,12.76,167010.25,15.9,43.81,0,20.27,27.64,low
0.51,medium,19.45,95.31,2.29,21498.29,2.3,14.04,0,6.9,11.66,low
2.1,low,3.82,99.73,7.82,40011.34,5.2,1.89,0,5.4,4.13,low
82.54,high,97.98,2.6,59.89,486111.91,38.2,97.62,1,50.02,88.89,critical
4.27,low,14.72,91.03,7.86,14011.27,4.5,19.41,1,8.21,11.55,low
9.95,low,19.25,93.96,6.29,23533.78,7.6,10.34,0,1.4,8.27,low
-4.01,low,14.59,83.96,5.97,20311.79,2.2,16.07,0,2.63,6.35,low
-3.51,low,18.46,90.77,7.06,38476.86,5.6,16.56,1,5.87,11.56,low
0.83,low,3.22,87.33,4.85,20022.89,7.1,13.86,0,2.48,5.36,low
33.38,medium,45.81,50.91,5.3,98899.04,15.6,34.49,0,25.15,32.7,medium
39.31,high,50.83,43.81,33.84,153715.94,29.4,73.17,1,40.5,56.15,medium
20.91,low,21.76,56.71,13.89,54892.77,7.0,30.96,0,29.23,19.31,low
100.93,high,89.49,4.96,68.02,490788.7,39.6,92.8,1,57.59,92.39,critical
12.7,medium,26.24,61.19,6.38,94014.52,17.6,34.69,1,13.92,29.16,low
102.61,high,82.31,10.63,59.56,428126.39,42.5,82.94,1,51.88,88.18,critical
-1.67,low,13.19,83.13,3.21,1307.79,5.4,8.8,1,7.27,9.81,low
5.41,low,4.85,88.36,7.4,9246.46,6.8,16.83,0,0.86,6.39,low
-2.11,low,15.01,89.36,6.57,29022.38,2.0,2.21,0,2.87,5.03,low
81.49,high,87.62,7.75,56.02,419033.09,43.7,89.6,1,55.91,85.63,critical
8.3,low,54.18,64.23,10.33,27743.67,9.0,40.14,1,26.07,23.97,low
-2.06,medium,11.87,98.63,6.78,45165.22,3.1,6.42,0,5.19,10.81,low
47.56,low,58.01,49.74,23.55,341734.73,19.9,76.88,1,34.74,47.53,medium
106.9,medium,88.91,2.86,67.54,430707.14,39.9,91.12,1,53.02,85.74,critical
81.83,high,94.21,8.07,65.03,472024.95,38.7,91.08,0,56.67,83.99,critical
6.97,low,17.08,84.26,4.68,41920.7,1.8,18.4,1,5.55,12.58,low
-2.45,low,12.25,99.13,1.55,3771.98,1.6,13.3,0,7.17,3.65,low
104.24,high,96.71,2.89,68.0,419270.3,40.2,82.06,1,48.2,90.97,critical
14.89,medium,54.93,67.92,9.42,130918.86,6.7,41.2,1,27.99,33.08,medium
72.54,medium,80.01,34.66,35.55,317552.12,36.6,82.17,1,43.33,66.97,high
104.68,high,84.95,16.52,68.55,497937.43,41.1,92.8,1,48.69,91.28,critical
89.69,high,91.28,11.44,65.41,489720.8,43.4,93.34,1,51.7,89.9,critical
36.94,medium,56.29,48.04,36.28,257588.74,25.1,57.37,0,32.8,46.18,medium
106.78,high,81.14,0.27,65.81,407741.61,39.4,98.45,1,59.97,91.26,critical
27.85,medium,36.7,52.3,23.44,47836.72,17.6,42.64,1,21.14,35.99,medium
26.22,medium,51.33,64.19,21.33,141622.29,13.2,24.05,1,27.85,36.45,medium
26.31,low,48.68,74.55,24.8,171601.47,18.6,35.16,1,25.62,31.9,medium
40.99,medium,71.01,31.56,40.42,321761.35,21.2,59.56,1,36.32,56.05,medium
104.85,high,81.16,1.97,71.96,478201.53,42.1,98.47,1,54.04,93.2,critical
109.46,high,95.02,7.86,64.7,412214.11,39.2,91.8,1,51.2,91.5,critical
86.8,high,87.68,3.96,69.36,488468.86,39.4,82.2,1,50.1,88.39,critical
72.98,medium,58.78,41.14,46.32,345280.91,27.8,84.17,1,31.8,63.54,high
-1.69,medium,7.0,89.29,1.03,11420.53,6.4,0.48,0,6.74,9.93,low
51.15,medium,55.95,50.79,48.0,251584.7,33.9,77.87,0,31.76,52.76,medium
36.84,high,36.47,59.35,12.81,56848.66,10.7,27.29,0,20.03,35.4,medium
26.71,high,50.18,69.28,23.31,66781.72,9.3,31.39,0,27.73,36.2,medium
38.01,high,63.08,32.95,27.11,232844.97,20.2,74.91,1,31.0,57.5,medium
28.76,high,44.31,68.31,8.28,124564.62,9.4,30.27,0,25.11,35.43,medium
-4.05,low,15.15,94.99,5.73,44797.68,3.5,6.13,0,1.11,5.22,low
17.83,high,48.28,57.58,20.45,42047.32,7.3,47.2,1,15.81,38.71,medium
63.23,medium,70.85,33.0,20.82,202923.68,25.8,79.77,1,38.68,57.52,medium
-3.28,low,10.17,89.64,4.36,7373.04,4.2,12.39,0,4.73,4.96,low
-0.38,low,4.08,80.56,6.28,24397.83,2.4,10.59,0,8.25,5.55,low
4.63,low,12.94,96.95,7.61,22465.96,4.4,7.48,0,8.36,6.03,low
-1.38,low,5.06,88.94,5.22,18510.54,3.1,9.35,0,6.05,4.44,low
70.94,high,58.8,30.64,28.6,361083.4,20.1,54.35,0,28.86,60.7,high
21.19,low,51.21,50.59,9.69,109898.04,20.1,48.17,0,22.15,27.58,low
117.0,high,87.77,13.9,65.85,385135.99,45.0,90.24,1,54.39,91.99,critical
31.72,medium,26.89,57.4,18.84,36833.03,10.7,35.27,0,14.52,27.98,low
-0.75,low,19.85,90.61,4.98,4328.03,6.5,18.51,0,1.81,6.73,low
57.0,high,72.79,34.67,44.42,166904.89,27.8,55.61,1,32.32,62.2,high
108.59,high,83.69,12.6,66.72,390089.45,38.1,86.84,1,52.14,88.66,critical
5.85,medium,1.25,96.0,1.78,44358.81,4.0,14.5,0,2.66,10.93,low
46.93,high,84.8,29.24,47.24,341614.19,19.9,76.25,0,48.74,64.19,high
89.38,high,95.68,16.79,64.02,427015.07,39.8,85.11,1,53.87,87.02,critical
0.83,low,19.36,95.6,3.04,16728.31,2.4,11.77,0,0.2,5.04,low
54.47,high,75.56,30.31,43.64,311915.53,20.6,78.3,0,36.83,62.75,high
-1.62,low,18.22,82.4,4.56,27428.55,1.8,4.28,0,6.0,6.17,low
94.71,high,88.21,9.13,60.32,400270.88,41.2,92.93,0,49.72,83.42,critical
3.52,low,8.34,83.6,5.88,10010.08,4.4,15.37,0,4.47,6.48,low
29.06,low,50.27,64.18,17.74,85819.49,6.0,36.8,0,18.59,24.23,low
89.92,high,82.65,16.02,71.98,454701.4,38.6,90.03,1,51.81,87.22,critical
1.21,medium,9.81,88.71,1.95,43422.43,1.0,10.66,0,6.38,11.24,low
-3.14,low,2.24,97.63,4.74,42136.27,3.1,1.77,0,3.32,2.96,low
35.26,high,61.24,51.89,35.72,290218.51,29.9,73.13,0,33.39,54.95,medium
0.36,low,11.25,87.71,7.7,11224.92,2.8,11.91,0,8.49,5.79,low
13.07,low,44.64,66.86,22.64,146710.75,18.9,36.42,0,22.69,24.9,low
58.19,high,65.9,47.73,38.52,368826.59,32.8,80.89,1,35.83,67.63,high
9.4,low,15.67,83.25,3.79,23708.03,5.2,11.94,0,1.1,8.22,low
116.08,high,92.67,10.84,67.09,403453.01,42.4,95.14,1,50.67,92.99,critical
-3.32,low,9.56,95.18,6.14,4973.59,7.3,19.29,0,0.51,5.31,low
101.08,high,81.33,6.21,58.3,415650.43,41.3,95.06,1,54.96,88.73,critical
44.81,medium,50.2,29.0,22.4,372532.45,19.3,76.86,1,30.4,54.39,medium
16.66,medium,47.09,72.78,16.35,173302.35,5.6,29.93,1,24.69,32.43,medium
40.77,high,57.07,37.53,44.06,393279.76,27.9,74.41,0,40.68,60.54,high
4.21,low,4.72,93.95,4.84,29073.22,0.7,9.27,0,2.84,4.23,low
73.06,medium,64.01,34.41,44.08,343319.49,23.5,56.85,1,36.73,61.95,high
11.71,low,52.7,59.93,19.86,75831.7,14.1,21.86,1,27.07,26.56,low
1.27,low,11.14,93.88,6.76,49881.87,7.9,8.26,0,7.13,6.67,low
118.09,high,84.87,19.6,65.42,493010.5,44.4,86.08,1,49.29,93.04,critical
49.56,high,74.94,29.86,39.07,221241.89,18.8,84.03,0,40.68,59.52,medium
16.37,medium,48.93,51.5,11.74,123152.84,12.8,29.67,0,10.08,29.31,low
100.49,medium,83.09,8.11,61.7,493108.28,40.3,83.63,1,59.12,84.07,critical
93.24,high,96.68,12.25,69.15,387183.16,44.8,97.77,1,53.88,89.83,critical
9.89,low,2.6,95.53,1.06,25392.92,5.4,11.96,0,0.85,5.28,low
-3.64,low,15.42,87.52,7.58,46768.7,1.5,6.31,1,1.13,9.9,low
38.59,medium,23.97,69.32,22.15,179025.12,12.5,34.8,1,25.09,36.46,medium
4.17,medium,16.85,98.8,2.29,21999.9,6.3,1.08,0,8.08,11.43,low
-2.29,low,18.55,94.46,6.99,31348.68,7.3,16.09,0,6.02,7.3,low
97.23,low,93.31,14.53,59.16,409302.27,39.2,91.33,1,50.85,75.64,high
5.29,low,35.23,75.9,8.45,21131.33,18.1,20.41,1,21.04,19.3,low
49.79,high,69.55,25.59,26.31,220818.82,28.2,69.43,1,30.14,61.71,high
59.31,medium,66.27,27.56,24.81,287584.4,18.7,50.52,1,43.5,55.99,medium
2.96,medium,1.56,98.48,7.63,37199.09,7.6,5.7,0,8.84,11.01,low
45.44,medium,56.31,49.34,42.56,323201.86,21.2,53.08,1,36.8,53.1,medium
102.49,high,98.66,0.79,59.54,402050.81,40.0,90.14,1,48.21,90.35,critical
-1.12,medium,2.69,93.89,6.95,42938.14,6.4,1.8,0,0.91,10.08,low
92.09,medium,97.7,16.02,59.22,430835.45,41.8,86.14,1,53.44,81.82,critical
7.95,low,12.74,90.54,2.16,2087.72,3.5,10.92,0,0.78,5.76,low
-2.11,medium,10.74,80.22,5.26,13603.01,2.7,4.84,0,9.92,11.71,low
6.08,low,10.21,80.6,2.71,4824.11,3.3,14.91,0,6.06,6.88,low
39.34,low,45.58,73.87,22.16,67794.84,10.2,32.2,0,24.39,25.4,low
39.95,medium,46.24,55.56,22.29,135858.04,15.9,30.25,1,12.11,39.11,medium
-1.39,low,3.99,84.37,0.94,19205.02,5.9,4.05,1,7.96,8.52,low
43.74,medium,64.94,50.72,24.3,347885.05,34.8,79.41,1,29.73,56.31,medium
7.9,low,5.54,85.2,4.33,18813.61,7.4,12.96,0,5.66,7.25,low
-0.76,low,3.1,98.74,5.0,48385.24,4.4,9.43,0,6.99,4.22,low
27.59,high,43.88,77.01,23.15,182565.11,13.7,40.41,1,10.04,41.91,medium
54.88,high,61.89,43.88,29.15,264302.92,21.8,74.22,1,43.75,61.41,high
83.65,high,83.7,14.62,63.16,442817.4,40.6,90.04,1,48.97,85.26,critical
-4.18,low,2.64,81.71,0.81,30007.95,6.6,10.68,1,0.53,9.02,low
-3.08,low,11.67,82.75,6.4,41411.02,2.2,12.85,0,1.86,6.37,low
24.24,low,54.64,55.71,16.73,115237.83,9.2,30.3,0,23.92,25.7,low
67.68,medium,76.43,42.99,29.18,236838.74,37.2,56.25,1,37.89,59.85,medium
74.69,high,82.51,31.17,44.89,393179.58,21.6,72.0,1,42.49,73.33,high
31.05,low,46.36,55.41,12.35,191146.05,6.7,23.54,0,20.29,26.1,low
86.12,high,97.41,4.25,69.18,403584.24,39.3,84.83,1,59.1,88.13,critical
45.79,medium,71.28,44.9,23.84,333088.63,29.1,62.11,1,47.79,56.43,medium
9.82,low,14.35,98.04,3.27,41419.88,6.9,14.61,0,9.0,8.06,low
28.92,medium,42.64,61.84,15.28,144479.31,19.7,44.81,1,10.92,37.21,medium
70.72,medium,56.46,47.94,31.09,359334.99,35.3,74.16,1,40.21,61.91,high
35.02,medium,54.89,53.23,15.24,69399.67,12.7,30.46,0,16.19,32.82,medium
98.8,high,88.77,9.21,59.25,401338.39,44.6,93.73,1,49.86,88.81,critical
119.51,high,89.39,17.08,70.1,453578.13,44.7,94.63,1,53.69,94.7,critical
73.5,medium,82.34,41.66,49.04,220193.88,21.5,50.25,1,30.87,59.82,medium
12.38,low,20.25,73.89,8.94,28923.02,20.3,33.47,0,23.53,16.85,low
70.59,low,77.56,42.16,34.13,347167.65,31.6,71.98,0,42.27,54.36,medium
28.94,low,26.49,70.98,23.5,97775.11,5.9,46.82,1,27.61,26.99,low
14.13,low,21.48,65.19,7.99,70747.06,6.3,43.26,0,27.03,17.61,low
50.6,high,80.66,45.6,36.06,328375.18,25.3,84.77,1,37.14,66.04,high
38.45,low,83.55,32.17,49.54,362838.09,23.4,55.21,0,36.49,49.08,medium
27.97,low,51.94,72.28,10.81,109966.45,9.2,34.99,0,26.87,24.2,low
5.55,low,10.22,91.1,7.13,3848.04,6.6,11.41,0,2.08,6.25,low
62.12,high,82.08,45.06,30.26,283037.74,36.3,62.05,1,41.48,67.08,high
45.05,high,75.81,38.96,28.07,304643.28,25.3,80.8,0,35.7,59.24,medium
81.67,high,87.52,7.18,70.44,445218.47,38.8,86.86,1,56.23,86.86,critical
6.5,medium,3.52,82.05,2.6,6586.01,0.8,7.25,0,5.24,10.93,low
5.3,low,45.03,76.6,21.07,126844.46,5.3,34.16,1,21.72,23.23,low
43.84,high,67.47,47.36,33.67,264478.62,35.2,53.28,0,40.43,56.7,medium
116.01,high,89.82,12.2,64.06,398228.98,40.5,90.95,1,53.83,91.56,critical
5.06,medium,16.69,80.7,4.79,45952.21,0.4,17.38,0,0.71,14.01,low
69.57,low,67.73,49.98,43.52,199407.38,36.0,66.66,0,33.61,49.48,medium
-3.53,low,4.05,88.04,7.58,23058.3,2.7,5.89,0,8.03,4.56,low
-2.73,low,15.02,85.27,4.9,48538.14,2.6,0.21,0,1.9,5.58,low
80.35,low,83.32,5.54,59.49,414539.22,39.6,98.8,1,54.23,73.29,high
2.18,medium,13.29,98.74,4.35,24009.18,2.3,1.28,0,5.69,10.07,low
6.6,medium,17.59,80.09,3.25,43143.87,5.5,7.33,0,3.18,14.48,low
13.21,high,28.11,56.76,11.52,58375.83,8.6,24.88,1,24.87,33.98,medium
2.51,low,6.88,80.06,6.12,7064.53,0.8,10.36,0,0.13,5.11,low
49.32,medium,70.53,33.4,25.53,341781.37,30.0,57.9,1,34.26,57.46,medium
41.69,high,53.96,51.8,35.8,248691.75,19.9,61.54,1,45.22,56.36,medium
18.29,medium,32.07,53.19,6.19,128175.88,5.5,35.25,1,17.79,30.63,medium
50.08,low,77.34,45.43,24.65,150973.59,35.5,64.03,1,38.95,48.31,medium
74.16,low,74.57,26.61,45.75,367107.85,20.2,51.14,1,37.1,57.93,medium
4.2,low,11.46,85.66,0.91,18838.57,2.0,19.75,0,0.82,6.12,low
37.1,low,45.85,52.36,7.94,74813.0,8.5,44.06,1,18.29,30.0,medium
84.34,high,98.37,6.63,71.94,437707.06,39.2,83.49,0,54.92,84.41,critical
111.73,high,88.78,5.47,68.51,442631.05,42.6,95.0,1,58.23,93.89,critical
114.25,medium,81.8,19.58,66.87,380063.27,43.4,82.26,1,53.34,83.2,critical
16.08,low,47.04,75.16,15.75,24634.55,21.7,30.22,1,21.77,25.14,low
56.74,medium,81.46,41.13,31.72,298122.44,21.1,78.63,0,44.71,55.76,medium
100.12,high,95.0,18.45,55.58,419180.08,40.2,95.02,1,50.42,88.25,critical
62.29,high,84.06,46.45,32.34,257018.85,19.1,64.58,1,29.91,63.18,high
88.42,high,83.99,7.96,55.76,475356.84,41.6,90.76,1,50.88,87.14,critical
96.1,high,88.17,17.13,71.16,437256.13,44.1,85.9,1,54.5,89.23,critical
94.29,high,94.92,10.74,70.28,466723.64,38.5,95.29,1,55.1,90.76,critical
28.18,high,50.1,76.17,11.39,172183.55,18.6,29.67,1,23.87,42.23,medium
84.85,high,85.16,17.9,66.41,456877.5,40.9,92.28,0,53.87,82.57,critical
37.09,high,40.82,56.09,10.9,127480.93,12.7,36.95,0,12.04,38.38,medium
-0.12,low,3.73,99.11,3.64,44429.12,4.9,9.53,0,4.33,3.93,low
-0.48,low,18.93,89.47,4.07,22947.5,6.6,5.36,1,3.83,10.18,low
5.4,high,39.59,70.84,9.33,149058.27,15.6,49.63,1,23.34,37.57,medium
100.62,high,91.96,9.87,60.09,383158.39,44.0,90.12,0,49.92,84.73,critical
14.09,medium,26.83,65.98,18.59,136746.98,12.3,28.47,1,29.41,30.97,medium
6.71,medium,20.09,60.78,17.49,62095.81,18.7,26.98,0,19.36,23.77,low
-4.09,low,4.24,86.96,7.82,26597.46,5.3,3.4,0,4.31,4.82,low
-1.91,low,18.06,87.12,2.69,30790.77,0.4,11.96,0,0.46,5.55,low
3.19,medium,9.15,94.29,2.87,6416.15,0.3,5.17,0,6.42,9.62,low
37.72,medium,24.92,60.07,19.92,48972.97,10.3,45.86,0,25.07,30.45,medium
53.95,medium,84.79,25.9,40.56,167359.63,30.1,53.98,1,35.9,58.07,medium
30.9,low,46.34,71.49,9.9,40333.71,15.3,24.62,1,28.5,26.73,low
0.86,low,16.92,80.56,1.05,16285.97,7.0,18.87,0,7.06,7.87,low
61.17,high,60.43,35.76,25.51,387081.58,35.4,59.87,1,48.21,67.32,high
88.42,high,95.78,9.86,67.21,446280.37,43.8,80.27,1,53.95,88.7,critical
32.42,medium,46.02,68.32,9.34,117192.43,5.2,48.22,1,12.06,34.07,medium
8.63,low,9.19,96.23,1.76,32054.88,7.3,0.04,0,5.37,5.69,low
73.15,high,56.93,40.21,24.62,356163.59,35.4,53.47,1,46.71,67.19,high
52.03,high,55.53,35.1,21.0,159262.63,18.3,70.41,1,41.91,56.52,medium
73.45,high,73.42,48.56,35.49,289024.21,33.5,61.28,0,37.66,63.66,high
1.82,medium,19.66,99.5,5.05,9156.82,7.7,13.5,0,1.51,12.07,low
64.4,high,65.47,42.4,41.75,378266.99,24.9,82.25,1,31.38,68.24,high
35.31,medium,76.76,46.02,29.46,390965.31,32.9,71.02,1,35.84,57.65,medium
41.37,medium,64.98,44.47,23.6,352974.58,37.4,83.12,1,28.08,57.2,medium
59.09,medium,69.59,28.83,38.08,321422.96,37.4,78.21,0,42.77,60.0,medium
109.9,high,87.38,14.76,63.52,434241.91,43.6,82.79,1,57.87,90.87,critical
82.15,high,86.43,12.85,59.3,439492.71,40.2,87.71,0,48.08,80.65,critical
-1.72,low,4.81,99.0,1.46,7456.6,4.0,4.4,0,0.24,2.1,low
8.36,low,21.37,78.68,5.63,152209.4,9.6,38.51,0,22.71,16.8,low
-2.12,low,13.59,97.75,5.09,45322.99,1.2,1.67,0,0.13,3.86,low
95.2,high,91.01,1.51,62.73,442357.56,43.0,84.91,1,57.13,90.05,critical
107.96,medium,88.17,14.84,68.62,434995.32,38.9,97.94,1,58.17,85.58,critical
74.38,high,72.09,41.01,24.15,288989.64,18.2,63.26,1,32.56,64.26,high
112.81,high,92.15,6.65,69.67,475641.7,43.0,92.63,1,57.76,95.14,critical
73.26,high,55.8,47.11,22.81,254678.09,18.1,62.11,1,28.19,60.13,high
95.3,high,84.28,7.7,62.98,483116.09,42.3,95.04,1,52.18,90.0,critical
1.13,medium,5.55,83.23,2.26,46927.36,7.3,17.13,0,1.0,12.65,low
91.22,high,93.23,18.55,57.62,405402.03,41.3,85.43,1,52.24,85.85,critical
4.05,low,0.36,80.68,4.19,4703.57,6.4,15.69,0,7.66,6.21,low
3.74,low,5.89,81.78,0.85,12987.88,5.5,16.54,0,0.16,5.93,low
9.32,low,49.76,54.8,10.68,109698.95,14.6,26.72,0,21.95,22.22,low
98.21,high,91.94,0.15,59.88,497689.99,38.0,86.52,1,58.56,91.2,critical
100.99,high,92.76,8.68,69.45,386184.11,38.3,86.81,1,54.72,89.17,critical
34.48,low,21.71,60.89,20.61,121100.53,18.3,42.37,0,23.01,26.2,low
-3.44,low,15.73,95.13,0.52,37591.89,6.1,3.3,0,3.47,4.92,low
18.66,low,49.06,60.63,5.83,136684.82,5.2,23.99,1,20.77,25.41,low
86.01,high,88.29,14.77,62.5,403643.58,38.8,98.51,1,50.43,85.65,critical
70.0,low,60.5,35.19,34.03,382309.2,25.9,65.09,0,33.71,51.59,medium
67.03,high,79.37,51.0,27.14,396574.52,27.1,78.85,1,43.09,69.24,high
40.29,high,76.53,39.57,37.57,333219.65,35.3,61.45,1,29.15,63.92,high
31.98,high,29.22,78.69,12.9,137246.99,11.2,39.7,1,27.31,39.22,medium
42.79,medium,67.83,43.19,26.44,187456.8,21.7,69.08,1,45.47,51.52,medium
13.07,medium,37.35,52.48,11.97,196876.18,20.6,26.63,0,23.65,31.05,medium
62.67,high,57.19,43.27,41.33,223523.86,24.9,60.1,0,35.32,57.58,medium
10.27,low,31.54,63.6,15.93,64117.63,18.7,22.28,0,23.71,19.3,low
17.54,high,40.43,59.82,18.92,35764.51,15.4,46.23,1,26.23,39.23,medium
26.29,low,44.1,60.65,18.85,144182.74,18.6,21.08,1,13.07,29.47,low
71.93,medium,65.61,36.31,43.09,291727.94,30.2,72.16,1,40.58,63.07,high
3.38,low,6.45,80.38,7.71,28461.58,4.3,9.05,0,5.82,6.77,low
64.81,medium,66.14,36.67,46.89,314465.7,22.5,62.85,0,38.77,56.53,medium
62.44,high,61.09,51.9,21.87,190719.51,25.1,71.97,0,38.43,55.38,medium
57.34,low,73.34,41.89,29.34,376608.82,20.6,81.52,1,31.97,53.74,medium
5.81,low,1.0,82.54,7.49,45612.92,1.0,12.75,0,3.42,6.29,low
90.95,medium,88.79,1.91,59.52,389799.28,42.5,82.68,1,48.99,80.54,critical
24.33,high,47.53,73.75,14.01,99659.82,12.4,29.11,0,10.67,33.99,medium
38.6,high,33.81,75.56,15.26,55640.01,18.6,47.87,1,10.76,40.47,medium
113.95,high,82.02,18.78,57.17,382056.85,44.6,89.59,0,49.61,84.78,critical
48.34,medium,79.49,29.02,21.93,385331.92,37.5,76.72,1,38.68,62.56,high
46.45,high,68.11,32.23,28.74,322516.14,24.8,50.28,1,41.58,61.6,high
84.64,high,94.27,13.22,60.33,390152.11,42.8,89.82,1,60.0,86.38,critical
86.15,medium,93.66,18.25,57.95,494139.22,43.4,94.11,1,58.42,82.64,critical
6.93,medium,44.2,55.27,22.43,83540.79,14.1,36.16,1,21.71,32.4,medium
32.93,low,44.7,62.7,16.46,122348.18,7.1,32.37,0,25.07,25.43,low
15.57,low,27.35,60.17,7.37,178063.19,9.2,48.96,0,11.78,21.55,low
1.14,low,1.62,96.95,7.77,23829.36,7.1,18.18,0,0.44,4.89,low
97.44,high,80.66,10.71,62.23,383283.49,38.4,94.61,1,55.33,86.67,critical
69.53,high,77.13,33.17,42.8,317854.91,23.7,52.15,1,29.73,67.44,high
-3.19,low,0.27,89.28,6.87,10632.84,5.5,3.6,0,5.58,3.76,low
13.12,medium,41.41,75.95,5.79,29172.24,6.9,30.18,1,26.88,26.55,low
25.1,high,41.04,65.49,16.86,122732.64,17.3,38.66,0,19.85,37.28,medium
6.74,low,14.73,98.1,2.49,10912.62,3.8,19.13,0,9.85,6.59,low
6.44,low,3.23,90.07,6.49,49231.85,4.7,12.48,1,5.44,10.65,low
-1.1,low,7.34,95.85,5.18,13074.63,1.6,13.76,0,6.37,4.0,low
0.61,low,4.83,98.44,0.13,39422.82,2.8,1.75,0,2.41,2.6,low
95.25,high,81.48,5.37,63.37,405412.68,43.0,88.46,1,48.33,87.41,critical
96.94,high,92.4,1.07,55.31,408777.66,44.3,81.16,1,54.32,88.7,critical
3.81,low,16.91,91.45,1.1,34820.7,5.3,14.53,0,2.87,6.84,low
7.6,medium,16.13,92.23,7.27,22517.44,7.0,2.97,0,8.64,13.51,low
39.98,low,75.05,33.91,29.08,173803.73,18.1,59.93,0,42.86,41.21,medium
4.14,low,10.41,89.23,7.39,14907.27,1.3,14.11,0,3.01,5.82,low
88.23,high,98.42,17.37,69.72,428383.25,39.0,95.67,1,55.21,88.55,critical
5.42,low,0.62,85.76,1.6,47039.32,5.0,13.68,0,0.42,5.82,low
5.56,medium,40.25,76.05,13.55,128412.5,21.1,22.01,0,26.85,26.14,low
26.81,medium,43.99,78.64,5.44,141965.12,10.4,33.74,1,13.87,31.82,medium
84.44,high,95.58,16.72,65.69,440375.99,40.8,87.76,1,57.63,87.27,critical
112.99,medium,84.13,7.48,57.03,461646.11,39.7,97.13,1,52.66,85.81,critical
57.23,medium,76.1,27.91,45.55,311625.53,21.7,75.16,1,33.05,61.45,high
8.02,low,49.51,63.13,20.28,145577.4,16.7,36.98,1,21.64,28.21,low
34.74,medium,54.8,58.4,14.58,49346.04,21.8,27.55,0,14.0,32.92,medium
19.66,medium,25.42,63.28,12.26,152384.18,11.7,36.56,1,18.56,31.59,medium
-1.08,low,3.38,89.89,4.89,9106.06,3.7,2.97,1,9.2,7.68,low
37.07,low,42.49,61.81,23.4,178724.68,15.6,31.11,0,29.56,29.84,low
4.64,low,7.76,99.0,2.95,12868.22,1.2,8.12,0,0.23,3.4,low
-4.59,low,17.26,92.91,7.55,11813.9,1.1,2.88,0,5.52,4.69,low
38.82,low,47.54,62.56,15.18,44958.08,19.7,30.23,0,28.14,27.13,low
109.09,high,85.68,18.98,69.21,482370.35,42.8,97.32,1,51.66,92.48,critical
60.74,high,63.69,47.46,48.02,370966.53,31.6,75.87,1,31.94,68.08,high
-4.37,low,15.72,82.14,1.01,26739.22,7.6,3.45,0,6.29,6.47,low
83.45,high,81.79,3.63,57.0,423983.38,41.8,83.54,1,56.73,85.15,critical
16.23,medium,43.66,76.92,8.93,67639.89,14.8,27.93,0,14.16,24.95,low
62.17,high,67.91,33.29,22.48,328171.49,23.6,64.49,1,43.59,64.85,high
97.98,high,88.79,12.83,66.8,420841.1,39.8,89.05,1,48.01,88.26,critical
58.58,high,54.95,25.94,42.76,195756.55,20.8,52.4,1,47.49,61.24,high
10.36,medium,53.9,78.92,17.06,23908.46,10.2,40.37,0,29.12,25.93,low
70.57,high,63.16,25.78,24.26,390069.56,23.7,67.97,0,45.22,64.66,high
92.38,medium,80.46,14.48,60.17,455477.57,44.0,96.01,0,49.4,77.56,high
0.14,low,11.18,80.9,1.55,2609.19,5.2,14.9,0,4.57,5.93,low
63.19,low,65.48,45.24,29.32,204961.48,37.0,67.5,1,37.51,51.57,medium
-4.37,low,13.93,83.48,0.99,34868.02,1.9,15.44,0,9.6,6.48,low
-0.77,low,13.56,84.34,2.99,39330.38,2.0,2.36,0,9.31,5.64,low
-1.64,low,0.98,98.91,7.64,18871.35,2.6,13.48,0,9.22,3.69,low
-2.93,low,12.24,89.79,4.68,16590.37,5.9,7.92,0,3.06,5.29,low
